"Aveiro";"Beja";"Braga";"Braganca";"Castelo Branco";"Coimbra";"Evora";"Faro";"Guarda";"Leiria";"Lisboa";"Portalegre";"Porto";"Santarem";"Setubal";"Viana do Castelo";"Vila Real";"Viseu";"RA Acores";"RA Madeira";"Europa";"Fora da Europa"
16;3;19;3;4;9;3;9;3;10;48;2;40;9;18;6;5;8;5;6;2;2
Nat;Nat;Nat;Nat;Nat;Nat;Nat;Nat;Nat;Nat;Nat;Nat;Nat;Nat;Nat;Nat;Nat;Nat;Nat;Nat;Glob;Glob
